time,type,collection_id,priority,instance_index,resource_request.cpus,resource_request.memory
574289777538,5,281363978395,103,227,0.09716796875,0.0104217529296875
574331605568,5,281363978395,103,227,0.09716796875,0.0104217529296875
574956499017,5,281363978395,103,227,0.09716796875,0.0104217529296875
575458194554,5,281363978395,103,227,0.09716796875,0.0104217529296875
513739886752,8,260491323546,103,307,0.09716796875,0.003101348876953125
315753372536,6,276632152458,103,119,0.09716796875,0.00635528564453125
327633896150,6,276661304224,103,73,0.09716796875,0.0068817138671875
343649510752,8,260491317125,103,178,0.09716796875,0.002773284912109375
574294648127,5,281363978395,103,376,0.09716796875,0.0104217529296875
574461834564,5,281363978395,103,376,0.09716796875,0.0104217529296875
574951260849,5,281363978395,103,376,0.09716796875,0.0104217529296875
575449205207,5,281363978395,103,376,0.09716796875,0.0104217529296875
240340822914,8,260491317125,103,199,0.09716796875,0.002773284912109375
327631982878,6,276661304224,103,297,0.09716796875,0.0068817138671875
327635183055,6,276661304224,103,46,0.09716796875,0.0068817138671875
146117577278,8,260491327099,103,83,0.09716796875,0.00311279296875
79881198700,8,276632152458,103,34,0.09716796875,0.0054168701171875
315753167034,6,276632152458,103,34,0.09716796875,0.00635528564453125
315763758069,6,276632152458,103,34,0.09716796875,0.00635528564453125
63780573104,5,276656851316,103,395,0.09716796875,0.0104217529296875
64000110704,5,276656851316,103,395,0.09716796875,0.0104217529296875
472955198961,8,260491327099,103,31,0.09716796875,0.00311279296875
193280695502,8,260491323546,103,244,0.09716796875,0.003101348876953125
176292222889,8,260491325475,103,280,0.09716796875,0.003376007080078125
63770494545,5,276656851316,103,320,0.09716796875,0.0104217529296875
63866540611,5,276656851316,103,320,0.09716796875,0.0104217529296875
327632466301,6,276661304224,103,303,0.09716796875,0.0068817138671875
353997806226,8,261064563507,103,371,0.09716796875,0.003078460693359375
528833519226,8,261064563507,103,277,0.09716796875,0.003078460693359375
63756700157,5,276656851316,103,350,0.09716796875,0.0104217529296875
63846009372,5,276656851316,103,350,0.09716796875,0.0104217529296875
353125156923,8,260491325475,103,53,0.09716796875,0.003376007080078125
251357218969,8,276632152458,103,82,0.09716796875,0.00635528564453125
315752663369,6,276632152458,103,82,0.09716796875,0.00635528564453125
315763758069,6,276632152458,103,82,0.09716796875,0.00635528564453125
418145177169,8,260491326217,103,341,0.09716796875,0.0030975341796875
158710325374,8,276638669193,103,118,0.09716796875,0.00604248046875
494406193857,8,276638669193,103,118,0.09716796875,0.00679779052734375
315753509667,6,276632152458,103,183,0.09716796875,0.00635528564453125
602003352965,8,260491325021,103,3,0.09716796875,0.003795623779296875
348819471864,8,260491331078,103,141,0.09716796875,0.003757476806640625
601796698981,0,281552412746,360,0,0.00022029876708984375,0.00016307830810546875
0,0,276295497828,119,8,0.026153564453125,0.002635955810546875
0,0,9907040432,200,53,0.0156097412109375,0.0130157470703125
40512414629,0,260384711820,200,3,0.114501953125,0.011932373046875
115994051485,0,260384711820,200,3,0.114501953125,0.011932373046875
143460027701,0,260384711820,200,3,0.114501953125,0.011932373046875
490283702111,0,260384711820,200,3,0.114501953125,0.012451171875
564223242027,0,260384711820,200,3,0.114501953125,0.012451171875
0,0,260384711820,200,3,0.114501953125,0.008514404296875
0,0,9907050679,200,334,0.00116729736328125,0.00569915771484375
0,0,126709616363,200,882,0.0016117095947265625,0.002590179443359375
283204038358,0,6315539196,103,450,0.05987548828125,0.016937255859375
472946852742,0,6315539196,103,450,0.05987548828125,0.016937255859375
512879604802,0,6315539196,103,450,0.05987548828125,0.016937255859375
44353447852,0,249784935978,200,122,0.114501953125,0.0670166015625
59929736137,0,249784935978,200,122,0.114501953125,0.0670166015625
137266118082,0,249784935978,200,122,0.114501953125,0.0643310546875
148495471438,0,249784935978,200,122,0.114501953125,0.0643310546875
499721095019,0,249784935978,200,122,0.114501953125,0.0670166015625
579557735152,0,249784935978,200,122,0.114501953125,0.0643310546875
0,0,249784935978,200,122,0.114501953125,0.0670166015625
495054303261,0,280899799940,360,0,0.00022029876708984375,0.00016307830810546875
0,0,9907099811,200,13,0.01141357421875,0.005706787109375
0,0,9907099811,200,13,0.01141357421875,0.005706787109375
0,0,9907075218,200,12,0.020721435546875,0.001068115234375
150719818839,0,110141467526,200,138,0.017608642578125,0.0042877197265625
326775141928,0,110141467526,200,138,0.017608642578125,0.0042877197265625
575651392051,0,110141467526,200,138,0.017608642578125,0.0042877197265625
0,0,110141467526,200,138,0.017608642578125,0.0042877197265625
491357186600,0,6863457189,200,27,0.00440216064453125,0.00547027587890625
0,0,6863457189,200,27,0.00440216064453125,0.00547027587890625
388806173231,0,279931440093,360,0,0.00022029876708984375,0.00016307830810546875
124052452311,0,79136489,200,343,0.02130126953125,0.00771331787109375
451328025557,0,113314122391,200,3,0.00440216064453125,0.006500244140625
0,0,113314122391,200,3,0.00440216064453125,0.006500244140625
0,0,9907054726,200,79,0.00507354736328125,0.00519561767578125
25697455888,0,110141467526,200,407,0.017608642578125,0.0042877197265625
32639060304,0,110141467526,200,407,0.017608642578125,0.0042877197265625
73874902482,0,110141467526,200,407,0.017608642578125,0.0042877197265625
152240448533,0,110141467526,200,407,0.017608642578125,0.0042877197265625
577257628745,0,110141467526,200,407,0.017608642578125,0.0042877197265625
0,0,110141467526,200,407,0.017608642578125,0.0042877197265625
0,0,190378441273,200,0,0.029937744140625,0.027862548828125
526096601986,0,11027259710,200,485,0.001918792724609375,0.003894805908203125
0,0,11027259710,200,485,0.001918792724609375,0.003894805908203125
122866647469,0,79136489,200,33,0.02130126953125,0.00771331787109375
169923090509,0,79136489,200,33,0.02130126953125,0.00771331787109375
0,0,126709616363,200,894,0.0016117095947265625,0.002590179443359375
0,0,2336581092,200,232,0.05987548828125,0.0234375
152289164534,0,110141467526,200,431,0.017608642578125,0.0042877197265625
577385754660,0,110141467526,200,431,0.017608642578125,0.0042877197265625
0,0,110141467526,200,431,0.017608642578125,0.0042877197265625
431612049994,0,280290114246,360,0,0.00022029876708984375,0.00016307830810546875
44679339632,0,221049983013,200,51,0.114501953125,0.0616455078125
147953645293,0,221049983013,200,51,0.114501953125,0.0616455078125
148811036629,0,221049983013,200,51,0.114501953125,0.0616455078125
261255004316,0,221049983013,200,51,0.114501953125,0.0616455078125
500552813201,0,221049983013,200,51,0.114501953125,0.0616455078125
569851664218,0,221049983013,200,51,0.114501953125,0.0616455078125
0,0,221049983013,200,51,0.114501953125,0.0616455078125
48671301760,0,5874337791,200,219,0.114501953125,0.03125
164098354733,0,5874337791,200,219,0.114501953125,0.03125
500345932163,0,5874337791,200,219,0.114501953125,0.03125
0,0,5874337791,200,219,0.114501953125,0.03125
124665797154,0,79136489,200,517,0.02130126953125,0.00771331787109375
0,0,9907127931,200,47,0.002582550048828125,0.0018939971923828125
458259227630,0,280506819827,360,0,0.00022029876708984375,0.00016307830810546875
461886812113,0,280506819827,360,0,0.006866455078125,0.00016307830810546875
572973152139,0,6928730916,200,77,0.229248046875,0.03424072265625
0,0,6928730916,200,77,0.229248046875,0.03424072265625
438437002309,0,2336581092,200,233,0.05987548828125,0.0234375
0,0,2336581092,200,233,0.05987548828125,0.0234375
434119081840,0,2336581092,200,229,0.05987548828125,0.0234375
0,0,2336581092,200,229,0.05987548828125,0.0234375
29241022314,0,9907050679,200,743,0.00116729736328125,0.00569915771484375
0,0,9907050679,200,743,0.00116729736328125,0.00569915771484375
0,0,11027259710,200,903,0.001918792724609375,0.003894805908203125
421032177068,0,1976875595,200,78,0.04400634765625,0.00640869140625
0,0,1976875595,200,78,0.04400634765625,0.00640869140625
262715052198,0,9907075218,200,189,0.020721435546875,0.001068115234375
569306014114,0,9907075218,200,189,0.020721435546875,0.001068115234375
0,0,9907075218,200,189,0.020721435546875,0.001068115234375
151236192722,0,110141467526,200,261,0.017608642578125,0.0042877197265625
446832134499,0,110141467526,200,261,0.017608642578125,0.0042877197265625
576345716087,0,110141467526,200,261,0.017608642578125,0.0042877197265625
0,0,110141467526,200,261,0.017608642578125,0.0042877197265625
0,0,126709616363,200,781,0.0016117095947265625,0.002590179443359375
475132350030,0,126709616363,200,42,0.0016117095947265625,0.002590179443359375
587222106945,0,126709616363,200,42,0.0038604736328125,0.002590179443359375
0,0,126709616363,200,42,0.0016117095947265625,0.002590179443359375
578973754851,0,9907081267,200,5,0.03143310546875,0.002590179443359375
579019668032,0,9907081267,200,5,0.03143310546875,0.002590179443359375
0,0,9907081267,200,5,0.03143310546875,0.002590179443359375
255085165444,0,6315539196,103,247,0.05987548828125,0.016937255859375
287362460343,0,6315539196,103,247,0.05987548828125,0.016937255859375
38617071930,0,273953075634,200,0,0.0572509765625,0.0643310546875
141898956623,0,273953075634,200,0,0.0572509765625,0.0670166015625
491955855266,0,273953075634,200,0,0.0572509765625,0.0670166015625
563628436673,0,273953075634,200,0,0.0572509765625,0.0670166015625
584155008923,0,273953075634,200,0,0.0572509765625,0.0670166015625
0,0,273953075634,200,0,0.0572509765625,0.0643310546875
188733770309,0,9907127672,200,53,0.008026123046875,0.002590179443359375
0,0,9907127672,200,53,0.008026123046875,0.002590179443359375
0,0,9907050679,200,280,0.00116729736328125,0.00569915771484375
123129203805,0,79136489,200,122,0.02130126953125,0.00771331787109375
0,0,6928730916,200,17,0.229248046875,0.03424072265625
510843140483,0,10990102952,200,232,0.0007085800170898438,0.00125885009765625
0,0,10990102952,200,232,0.0007085800170898438,0.00125885009765625
193445107560,0,277568180797,360,0,0.006866455078125,0.00016307830810546875
0,0,11027259710,200,761,0.001918792724609375,0.003894805908203125
0,0,11027259710,200,761,0.001918792724609375,0.003894805908203125
0,0,11027259633,200,7,0.04071044921875,0.004547119140625
559403306403,0,281272423604,360,0,0.00022029876708984375,0.00016307830810546875
77060074566,0,110141467526,200,245,0.017608642578125,0.0042877197265625
77287040800,0,110141467526,200,245,0.017608642578125,0.0042877197265625
151201580659,0,110141467526,200,245,0.017608642578125,0.0042877197265625
523216083287,0,110141467526,200,245,0.017608642578125,0.0042877197265625
576229275698,0,110141467526,200,245,0.017608642578125,0.0042877197265625
0,0,110141467526,200,245,0.017608642578125,0.0042877197265625
0,0,110141467526,200,245,0.017608642578125,0.0042877197265625
144833926905,0,110128232045,200,19,0.017608642578125,0.0042877197265625
245338092658,0,110128232045,200,19,0.017608642578125,0.0042877197265625
576048100336,0,110128232045,200,19,0.017608642578125,0.0042877197265625
584758257816,0,110128232045,200,19,0.017608642578125,0.0042877197265625
0,0,110128232045,200,19,0.017608642578125,0.0042877197265625
527484622533,0,2336581092,200,4,0.05987548828125,0.0234375
0,0,2336581092,200,4,0.05987548828125,0.0234375
105868115303,0,9907040432,200,167,0.0156097412109375,0.0130157470703125
0,0,9907040432,200,167,0.0156097412109375,0.0130157470703125
80772359317,0,276743625448,360,0,0.00678253173828125,0.00016307830810546875
70526642816,0,276703368935,360,0,0.00022029876708984375,0.00016307830810546875
405980993518,0,9907050679,200,703,0.00116729736328125,0.00569915771484375
578079285874,0,9907050679,200,703,0.00116729736328125,0.00569915771484375
0,0,9907050679,200,703,0.00116729736328125,0.00569915771484375
41485819598,0,249784935978,200,63,0.114501953125,0.0670166015625
57634098179,0,249784935978,200,63,0.114501953125,0.0670166015625
134064987102,0,249784935978,200,63,0.114501953125,0.0643310546875
145317960682,0,249784935978,200,63,0.114501953125,0.0643310546875
497012783593,0,249784935978,200,63,0.114501953125,0.0670166015625
497722388678,0,249784935978,200,63,0.114501953125,0.0670166015625
576765621833,0,249784935978,200,63,0.114501953125,0.0670166015625
0,0,249784935978,200,63,0.114501953125,0.0670166015625
41362487610,0,248938956221,200,0,0.0572509765625,0.0147247314453125
143937641268,0,248938956221,200,0,0.0572509765625,0.0147247314453125
177405074520,0,248938956221,200,0,0.0572509765625,0.0147247314453125
490491141810,0,248938956221,200,0,0.0572509765625,0.0078277587890625
565390487199,0,248938956221,200,0,0.0572509765625,0.011932373046875
0,0,248938956221,200,0,0.0572509765625,0.0147247314453125
0,0,11027259710,200,532,0.001918792724609375,0.003894805908203125
39894484324,0,246668429830,200,2,0.0572509765625,0.0147247314453125
143259080282,0,246668429830,200,2,0.0572509765625,0.0147247314453125
491887670447,0,246668429830,200,2,0.0572509765625,0.012451171875
565253261508,0,246668429830,200,2,0.0572509765625,0.0129852294921875
0,0,246668429830,200,2,0.0572509765625,0.0147247314453125
0,0,126709616363,200,167,0.0016117095947265625,0.002590179443359375
315673377569,0,9907127931,200,235,0.002582550048828125,0.0018939971923828125
0,0,9907127931,200,235,0.002582550048828125,0.0018939971923828125
50832839330,0,17953630694,200,8,0.13916015625,0.03302001953125
0,0,17953630694,200,8,0.13916015625,0.03302001953125
0,0,9907075218,200,6,0.020721435546875,0.001068115234375
0,0,11027259710,200,466,0.001918792724609375,0.003894805908203125
144997018680,0,277163253283,119,0,0.023590087890625,0.002635955810546875
152034311419,0,110141467526,200,365,0.017608642578125,0.0042877197265625
577020681083,0,110141467526,200,365,0.017608642578125,0.0042877197265625
0,0,110141467526,200,365,0.017608642578125,0.0042877197265625
41110897145,0,261051063549,200,1,0.0572509765625,0.0141143798828125
74918048231,0,261051063549,200,1,0.0572509765625,0.0141143798828125
142712716378,0,261051063549,200,1,0.0572509765625,0.0141143798828125
489885496360,0,261051063549,200,1,0.0572509765625,0.012451171875
564448662320,0,261051063549,200,1,0.0572509765625,0.0141143798828125
0,0,261051063549,200,1,0.0572509765625,0.0141143798828125
0,0,10990102952,200,214,0.0007085800170898438,0.00125885009765625
460014127869,0,9907127931,200,17,0.002582550048828125,0.0018939971923828125
0,0,9907127931,200,17,0.002582550048828125,0.0018939971923828125
39359396102,0,261383522801,200,2,0.0880126953125,0.011932373046875
142689023800,0,261383522801,200,2,0.0880126953125,0.011444091796875
408777998883,0,261383522801,200,2,0.0880126953125,0.011932373046875
477821114004,0,261383522801,200,2,0.0616455078125,0.011932373046875
491501409366,0,261383522801,200,2,0.0616455078125,0.011932373046875
564777540561,0,261383522801,200,2,0.0616455078125,0.011932373046875
0,0,261383522801,200,2,0.0880126953125,0.011932373046875
123058077402,0,276522661225,200,0,0.114501953125,0.0153656005859375
267534224979,0,9907127672,200,182,0.008026123046875,0.002590179443359375
0,0,9907127672,200,182,0.008026123046875,0.002590179443359375
537367381154,0,281133968236,360,0,0.00022029876708984375,0.00016307830810546875
0,0,9907050679,200,753,0.00116729736328125,0.00569915771484375
0,0,11027259710,200,829,0.001918792724609375,0.003894805908203125
53590568526,0,233117533324,200,0,0.00759124755859375,0.0013027191162109375
378581799645,0,233117533324,200,0,0.00759124755859375,0.0013027191162109375
492587527627,0,233117533324,200,0,0.00759124755859375,0.0013027191162109375
584066080822,0,233117533324,200,0,0.00759124755859375,0.0013027191162109375
0,0,233117533324,200,0,0.00759124755859375,0.0013027191162109375
62414199301,0,276652901356,0,437,0.09716796875,0.00670623779296875
562396781737,0,281294671006,0,303,0.09716796875,0.003795623779296875
562915299476,0,281295229384,0,102,0.006866455078125,0.00016307830810546875
552690471162,0,281235878646,0,144,0.02587890625,0.002635955810546875
458791222706,0,280539317547,0,814,0.09716796875,0.00681304931640625
150282986170,0,277286411577,0,410,0.09716796875,0.0067901611328125
25398208141,0,276419603653,0,30,0.09716796875,0.0068206787109375
261104025095,0,278424099729,0,7,0.006866455078125,0.00016307830810546875
448215260332,0,280419314674,0,337,0.09716796875,0.00311279296875
526897517086,0,281067538883,0,1,0.001918792724609375,0.003894805908203125
2219275919,0,276307664834,0,0,0.006866455078125,0.00016307830810546875
180412196632,0,277461925272,0,15,0.001918792724609375,0.003894805908203125
198232936120,0,277727013060,0,25,0.09716796875,0.003376007080078125
477600506295,0,280754067151,0,0,0.017608642578125,0.0042877197265625
556213641938,0,281265085766,0,476,0.09716796875,0.00577545166015625
574367223853,0,281365204487,0,42,0.048583984375,0.00258636474609375
338417098820,0,279375424247,0,394,0.0616455078125,0.011932373046875
168649422886,0,277424762964,0,397,0.03082275390625,0.021392822265625
242119317465,0,278313468621,0,0,0.024566650390625,0.002605438232421875
259415339826,0,278417946304,0,109,0.025634765625,0.002605438232421875
431351110804,0,260491331078,103,52,0.09716796875,0.002716064453125
574289777541,0,281363978395,103,227,0.09716796875,0.0104217529296875
574331605573,0,281363978395,103,227,0.09716796875,0.0104217529296875
574956499020,0,281363978395,103,227,0.09716796875,0.0104217529296875
575458194557,0,281363978395,103,227,0.09716796875,0.0104217529296875
281484655268,0,260491323546,103,307,0.09716796875,0.003101348876953125
513739426051,0,260491323546,103,307,0.09716796875,0.003101348876953125
194807892844,0,276632152458,103,119,0.09716796875,0.00635528564453125
240354746420,0,276661304224,103,73,0.09716796875,0.0068817138671875
343641002460,0,260491317125,103,178,0.09716796875,0.002773284912109375
0,0,260491317125,103,178,0.09716796875,0.002773284912109375
574294648130,0,281363978395,103,376,0.09716796875,0.0104217529296875
574461834567,0,281363978395,103,376,0.09716796875,0.0104217529296875
574951260852,0,281363978395,103,376,0.09716796875,0.0104217529296875
575449205210,0,281363978395,103,376,0.09716796875,0.0104217529296875
240333824858,0,260491317125,103,199,0.09716796875,0.002773284912109375
0,0,260491317125,103,199,0.09716796875,0.002773284912109375
247870989216,0,276661304224,103,297,0.09716796875,0.0068817138671875
146117394998,0,260491327099,103,83,0.09716796875,0.00311279296875
261576718404,0,260491327099,103,83,0.09716796875,0.00311279296875
79870491835,0,276632152458,103,34,0.09716796875,0.0054168701171875
63780573107,0,276656851316,103,395,0.09716796875,0.0104217529296875
64000110707,0,276656851316,103,395,0.09716796875,0.0104217529296875
472953794765,0,260491327099,103,31,0.09716796875,0.00311279296875
344198401834,0,260491323546,103,392,0.09716796875,0.003101348876953125
193280493361,0,260491323546,103,244,0.09716796875,0.003101348876953125
0,0,260491317125,103,326,0.09716796875,0.002773284912109375
176292100886,0,260491325475,103,280,0.09716796875,0.003376007080078125
63770494548,0,276656851316,103,320,0.09716796875,0.0104217529296875
63866540616,0,276656851316,103,320,0.09716796875,0.0104217529296875
265758279555,0,276661304224,103,303,0.09716796875,0.0068817138671875
353967715333,0,261064563507,103,371,0.09716796875,0.003078460693359375
528825084733,0,261064563507,103,277,0.09716796875,0.003078460693359375
63756700160,0,276656851316,103,350,0.09716796875,0.0104217529296875
63846009377,0,276656851316,103,350,0.09716796875,0.0104217529296875
353113210468,0,260491325475,103,53,0.09716796875,0.003376007080078125
0,0,260491317125,103,46,0.09716796875,0.002773284912109375
251357007214,0,276632152458,103,82,0.09716796875,0.00635528564453125
418134783082,0,260491326217,103,341,0.09716796875,0.0030975341796875
0,0,260491326217,103,341,0.09716796875,0.00395965576171875
158710027685,0,276638669193,103,118,0.09716796875,0.00604248046875
494398061300,0,276638669193,103,118,0.09716796875,0.00679779052734375
243822012019,0,276638669193,103,49,0.09716796875,0.00679779052734375
601994044533,0,260491325021,103,3,0.09716796875,0.003795623779296875
348805266987,0,260491331078,103,141,0.09716796875,0.003757476806640625
64265668302,1,276661304224,103,73,0.09716796875,0.0104217529296875
579498784441,1,281418651778,115,14,0.048583984375,0.00234222412109375
64265668302,1,276661304224,103,297,0.09716796875,0.0104217529296875
579497780009,1,281418651160,103,352,0.09716796875,0.0061492919921875
64265668302,1,276661304224,103,46,0.09716796875,0.0104217529296875
64265668302,1,276661304224,103,303,0.09716796875,0.0104217529296875
579497780009,1,281418651160,103,261,0.09716796875,0.0061492919921875
601505856176,2,281552412746,360,0,0.00022029876708984375,0.00016307830810546875
601796698983,2,281552412746,360,0,0.00022029876708984375,0.00016307830810546875
0,2,276295497828,119,8,0.026153564453125,0.002635955810546875
0,2,9907040432,200,53,0.0156097412109375,0.0130157470703125
40512414631,2,260384711820,200,3,0.114501953125,0.011932373046875
115994052450,2,260384711820,200,3,0.114501953125,0.011932373046875
143460027703,2,260384711820,200,3,0.114501953125,0.011932373046875
490283702113,2,260384711820,200,3,0.114501953125,0.012451171875
564223242029,2,260384711820,200,3,0.114501953125,0.012451171875
0,2,260384711820,200,3,0.114501953125,0.008514404296875
0,2,9907050679,200,334,0.00116729736328125,0.00569915771484375
0,2,126709616363,200,882,0.0016117095947265625,0.002590179443359375
283204038415,2,6315539196,103,450,0.05987548828125,0.016937255859375
472946852952,2,6315539196,103,450,0.05987548828125,0.016937255859375
512879604985,2,6315539196,103,450,0.05987548828125,0.016937255859375
44353447854,2,249784935978,200,122,0.114501953125,0.0670166015625
59929736139,2,249784935978,200,122,0.114501953125,0.0670166015625
137266118084,2,249784935978,200,122,0.114501953125,0.0643310546875
148495471440,2,249784935978,200,122,0.114501953125,0.0643310546875
499721095021,2,249784935978,200,122,0.114501953125,0.0670166015625
579557735154,2,249784935978,200,122,0.114501953125,0.0643310546875
0,2,249784935978,200,122,0.114501953125,0.0670166015625
494936527086,2,280899799940,360,0,0.00022029876708984375,0.00016307830810546875
495054303263,2,280899799940,360,0,0.00022029876708984375,0.00016307830810546875
0,2,9907099811,200,13,0.01141357421875,0.005706787109375
0,2,9907099811,200,13,0.01141357421875,0.005706787109375
0,2,9907075218,200,12,0.020721435546875,0.001068115234375
150719818841,2,110141467526,200,138,0.017608642578125,0.0042877197265625
326775142029,2,110141467526,200,138,0.017608642578125,0.0042877197265625
575651392053,2,110141467526,200,138,0.017608642578125,0.0042877197265625
0,2,110141467526,200,138,0.017608642578125,0.0042877197265625
491357186713,2,6863457189,200,27,0.00440216064453125,0.00547027587890625
0,2,6863457189,200,27,0.00440216064453125,0.00547027587890625
388501114777,2,279931440093,360,0,0.00022029876708984375,0.00016307830810546875
388806173233,2,279931440093,360,0,0.00022029876708984375,0.00016307830810546875
124052452313,2,79136489,200,343,0.02130126953125,0.00771331787109375
451328025741,2,113314122391,200,3,0.00440216064453125,0.006500244140625
0,2,113314122391,200,3,0.00440216064453125,0.006500244140625
0,2,9907054726,200,79,0.00507354736328125,0.00519561767578125
25697455890,2,110141467526,200,407,0.017608642578125,0.0042877197265625
32639060306,2,110141467526,200,407,0.017608642578125,0.0042877197265625
73874902484,2,110141467526,200,407,0.017608642578125,0.0042877197265625
152240448535,2,110141467526,200,407,0.017608642578125,0.0042877197265625
577257628747,2,110141467526,200,407,0.017608642578125,0.0042877197265625
0,2,110141467526,200,407,0.017608642578125,0.0042877197265625
0,2,190378441273,200,0,0.029937744140625,0.027862548828125
526096602116,2,11027259710,200,485,0.001918792724609375,0.003894805908203125
0,2,11027259710,200,485,0.001918792724609375,0.003894805908203125
245667542863,2,278326911222,119,17,0.02587890625,0.002635955810546875
122866647471,2,79136489,200,33,0.02130126953125,0.00771331787109375
169923090576,2,79136489,200,33,0.02130126953125,0.00771331787109375
0,2,126709616363,200,894,0.0016117095947265625,0.002590179443359375
0,2,2336581092,200,232,0.05987548828125,0.0234375
152289164536,2,110141467526,200,431,0.017608642578125,0.0042877197265625
577385754662,2,110141467526,200,431,0.017608642578125,0.0042877197265625
0,2,110141467526,200,431,0.017608642578125,0.0042877197265625
99911090957,2,276792363193,360,0,0.00022029876708984375,0.00016307830810546875
431334674015,2,280290114246,360,0,0.00022029876708984375,0.00016307830810546875
431612049996,2,280290114246,360,0,0.00022029876708984375,0.00016307830810546875
44679339634,2,221049983013,200,51,0.114501953125,0.0616455078125
147953645295,2,221049983013,200,51,0.114501953125,0.0616455078125
148811036631,2,221049983013,200,51,0.114501953125,0.0616455078125
261255004370,2,221049983013,200,51,0.114501953125,0.0616455078125
500552813203,2,221049983013,200,51,0.114501953125,0.0616455078125
569851664220,2,221049983013,200,51,0.114501953125,0.0616455078125
0,2,221049983013,200,51,0.114501953125,0.0616455078125
48671301762,2,5874337791,200,219,0.114501953125,0.03125
164098354735,2,5874337791,200,219,0.114501953125,0.03125
500345932165,2,5874337791,200,219,0.114501953125,0.03125
0,2,5874337791,200,219,0.114501953125,0.03125
124665797156,2,79136489,200,517,0.02130126953125,0.00771331787109375
0,2,9907127931,200,47,0.002582550048828125,0.0018939971923828125
458096817875,2,280506819827,360,0,0.00022029876708984375,0.00016307830810546875
458259227632,2,280506819827,360,0,0.00022029876708984375,0.00016307830810546875
461886812115,2,280506819827,360,0,0.006866455078125,0.00016307830810546875
572973152292,2,6928730916,200,77,0.229248046875,0.03424072265625
0,2,6928730916,200,77,0.229248046875,0.03424072265625
438437002687,2,2336581092,200,233,0.05987548828125,0.0234375
